,LOCATIONS,STATE,Temp,D.O. (mg/l),PH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATENaN N+ NITRITENaNN (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml)Mean,year
665,ARASALAR RIVER KARAIKAL REGION,PONDICHERRY,31.0,6.8,7.8,505.0,2.1,0.02,0.0,0.0,2012
666,CORINGA RIVER,PONDICHERRY,25.0,6.5,7.9,11170.0,3.0,0.3,0.0,0.0,2012
667,GAUTAMINaNGODAVARI RIVER,PONDICHERRY,25.0,6.9,7.4,4990.0,3.0,0.37,0.0,0.0,2012
668,GAUTAMINaNGODAVARI RIVER,PONDICHERRY,25.0,6.8,8.1,1516.0,6.94,0.28,0.0,0.0,2012
669,MAHE RIVER,PONDICHERRY,26.0,6.0,7.3,44600.0,6.94,0.23,0.0,0.0,2012
670,PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK,TAMILNADU,27.0,6.8,7.5,890.0,2.1,0.51,274.0,589.0,2012
671,TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD. PAPAVINASAM,TAMILNADU,23.0,7.3,7.6,160.0,1.9,0.06,32.0,89.0,2012
672,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY",TAMILNADU,25.0,7.0,7.7,111.0,2.2,0.08,53.0,131.0,2012
673,"TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE",TAMILNADU,26.0,6.7,7.7,139.0,3.1,0.22,123.0,300.0,2012
674,TAMBIRAPARANI AT MURAPPANADU,TAMILNADU,29.0,7.2,7.2,288.0,2.1,0.14,33.0,91.0,2012
675,TAMBIRAPARANI AT PAPPANKULAM,TAMILNADU,24.0,7.0,7.1,95.0,1.9,0.08,47.0,118.0,2012
676,TAMBIRAPARANI AT RAIL BDG. ,TAMILNADU,24.0,7.0,7.5,84.0,1.7,0.06,32.0,87.0,2012
677,TAMBIRAPARANI AT ARUMUGANERI,TAMILNADU,29.0,7.4,7.0,3101.0,15.6,0.15,76.0,174.0,2012
678,"TAMBIRAPARANI AT ERAL, THOTHUKUDI",TAMILNADU,29.0,7.2,7.3,510.0,2.9,0.08,46.0,123.0,2012
679,"TAMBIRAPARANI AT KALLIDAI KURICHI, TIRUNELVELI",TAMILNADU,24.0,7.1,7.4,88.0,1.8,0.07,34.0,90.0,2012
680,"TAMBIRAPARANI AT SRIVAIKUNTAM, D/S OF SK ANAICUT, TIRUNELVELI",TAMILNADU,29.0,7.2,6.9,338.0,3.8,0.07,44.0,104.0,2012
681,"TAMBIRAPARANI AT VELLAKOIL, TIRUNELVELI",TAMILNADU,26.0,6.7,7.6,162.0,3.3,0.16,90.0,249.0,2012
682,"TAMBIRAPARANI AT SIVALAPERI, CONFLUENCE POINT OF KUTTRALAM FALLS, D/S OF PALAYAMKOTTAI, TIRUNELVELI",TAMILNADU,27.0,6.7,7.6,182.0,4.1,0.15,92.0,251.0,2012
683,"VASISTA AT SALEM, D/S OF SAGO INDUSRIES EFFLUENT",TAMILNADU,32.0,0.2,7.2,2219.0,185.8,1.75,180000000.0,300000000.0,2012
684,GHAGGAR AT D/S OF SURAJPUR,HARYANA,26.21,6.8,8.0,414.0,3.1,0.88,0.0,0.0,2012
685,GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA),PUNJAB,21.0,5.5,7.4,635.0,8.8,5.08,1400.0,5500.0,2012
686,GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB,24.0,5.5,7.4,1051.0,25.0,6.8,32000.0,63000.0,2012
687,"GHAGGAR NEAR BANKARPUR,DERA BASSI",PUNJAB,21.0,5.3,7.3,636.0,9.9,5.0,2150.0,10000.0,2012
688,"GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (AFTER CONFL.)",PUNJAB,24.0,5.1,7.4,993.0,21.9,6.63,36250.0,57750.0,2012
689,GHAGGAR AT D/S CHHATBIR,PUNJAB,21.0,5.3,7.5,632.0,13.5,5.08,20000.0,34750.0,2012
690,GHAGGAR AT U/S DHAKANSU NALLAH,PUNJAB,18.0,4.9,7.4,973.0,17.5,4.77,22000.0,40667.0,2012
691,GHAGGAR AT D/S DHAKANSU NALLAH,PUNJAB,22.0,4.3,7.5,1156.0,24.5,7.65,33750.0,65000.0,2012
692,GHAGGAR AT D/S JHARMAL NADI,PUNJAB,22.0,4.8,7.4,904.0,26.0,8.6,31750.0,55000.0,2012
693,GHAGGAR AT U/S JHARMAL NADI,PUNJAB,21.0,5.1,7.4,1110.0,16.0,14.85,3475.0,12000.0,2012
694,GHAGGAR AT MOONAK,PUNJAB,24.0,5.3,7.4,1290.0,26.9,8.1,36250.0,66250.0,2012
695,GHAGGAR AT D/S SARDULGARH,PUNJAB,22.0,4.9,7.4,990.0,27.8,6.78,19000.0,40500.0,2012
696,GHAGGAR AT U/S SARDULGARH,PUNJAB,22.0,5.2,7.4,914.0,20.5,6.18,14750.0,29500.0,2012
697,"GHAGGAR GHNaN1 AT ROAD BRDG. SIRSA,DEBWALI ROAD",HARYANA,26.21,6.4,7.9,1808.0,21.0,5.9,0.0,0.0,2012
698,GHAGGAR GHNaN2 AT CHANDARPUR ,HARYANA,26.21,6.6,7.8,1302.0,18.0,1.66,0.0,0.0,2012
699,GHAGGAR BEFORE OTTU WEIR (BEFORE MIXING OF SATLUJ CANAL ,HARYANA,26.21,6.4,8.0,1286.0,19.5,1.66,0.0,0.0,2012
700,GAGGAR RIVER WHEN ENTERING IN RAJASTHAN FROM HARYANA NEAR RD NO. 629,RAJASTHAN,33.0,4.8,7.5,280.0,2.4,0.72,3.0,4.0,2012
701,"RIVER MARKANDA AT PAONTA, DISTT. SIRMOUR",HIMACHAL PRADESH,20.0,7.7,7.4,344.0,1.2,0.37,9.0,19.0,2012
702,MARKANDA U/S KALA AMB,HIMACHAL PRADESH,20.0,7.3,7.0,310.0,1.4,0.38,13.0,22.0,2012
703,MARKANDA D/S KALA AMB/ BOUNDARY OF HARYANA,HIMACHAL PRADESH,20.0,7.1,7.7,303.0,1.5,0.34,13.0,23.0,2012
704,KALA AMB D/S MARKANDA RIVER,HARYANA,20.0,3.3,7.5,1630.0,185.0,1.75,0.0,0.0,2012
705,"RIVER SUKHANA AT PARWANOO, DISTT. SOLAN",HIMACHAL PRADESH,18.0,6.2,7.5,788.0,41.5,4.08,105.0,235.0,2012
706,"JAWAI AT JAWAI DAM, SIROHI",RAJASTHAN,24.0,6.0,8.3,468.0,1.4,0.43,5.0,16.0,2012
707,"KODRA DAM, MOUNT ABU",RAJASTHAN,19.0,5.9,7.3,234.0,1.5,0.36,4.0,12.0,2012
708,"BANDI AT HEMAWAS DAM, PAL",RAJASTHAN,23.0,6.4,8.0,527.0,1.2,0.35,5.0,21.0,2012
709,"RIVER LUNI AT RANAKPUR DAM, RANAKPUR, PALI",RAJASTHAN,24.0,5.9,7.9,796.0,1.5,0.48,4.0,14.0,2012
710,"BANJAR AT MALANJKHAND NR W/S INTAKE POINT, JABALPUR",MADHYA PRADESH,23.0,7.3,7.4,388.0,2.1,0.58,0.0,46.0,2012
711,BARAK RIVER AT SENAPATI DISTT,MANIPUR,28.0,8.5,7.5,166.0,2.7,1.66,0.0,31.0,2012
712,"BARAK RIVER NR NONEY VILL., TAMENGLONG",MANIPUR,29.0,8.9,7.0,125.0,1.9,1.66,0.0,45.0,2012
713,"CHAKPIAT CHAKPIKARONG, CHANDEL",MANIPUR,30.0,8.0,7.8,144.0,2.1,1.66,0.0,51.0,2012
714,IMPHAL AT MAHABALI,MANIPUR,30.0,7.5,7.7,87.0,1.2,1.66,0.0,54.0,2012
715,IMPHAL AT KOIRENGEI,MANIPUR,28.0,8.5,7.6,84.0,2.0,1.66,0.0,16.0,2012
716,IMPHAL AT KYAMGEI,MANIPUR,29.0,8.4,7.5,103.0,1.9,1.66,0.0,75.0,2012
717,IMPHAL AT MINUTHONG,MANIPUR,30.0,8.7,7.2,117.0,3.2,1.66,0.0,52.0,2012
718,"IMPHAL AT KANGLA MOAT, IMPHAL WEST",MANIPUR,29.0,6.5,7.7,287.0,8.2,1.66,0.0,114.0,2012
719,"IMPHAL AT SAMUROU, IMPHAL WEST",MANIPUR,28.0,8.6,7.5,130.0,4.6,1.66,0.0,39.0,2012
720,"IMPHAL AT SEKMAI, IMPHAL EAST",MANIPUR,28.0,8.9,7.5,109.0,1.2,1.66,0.0,33.0,2012
721,IRANG RIVER AT TAMENGLONG ,MANIPUR,30.0,9.8,8.4,246.0,1.2,1.66,0.0,10.0,2012
722,IRIL AT PORAMPET,MANIPUR,28.0,7.6,7.5,147.0,1.3,1.66,0.0,30.0,2012
723,IRIL AT LILONG,MANIPUR,29.0,8.7,7.6,202.0,1.2,1.66,0.0,60.0,2012
724,"IRIL AT KANGLA SIPHAI, IMPHAL EAST",MANIPUR,28.0,8.4,7.4,177.0,2.4,1.66,0.0,48.0,2012
725,"IRIL RIVER AT LILONG, UKHRUL",MANIPUR,29.0,8.7,7.6,203.0,2.5,1.66,0.0,59.0,2012
726,"JIRI RIVER AT JIRIMUKH JIRIBAM, IMPHAL EAST",MANIPUR,32.0,8.2,7.4,120.0,1.9,1.66,0.0,46.0,2012
727,"JIRI RIVER AT JIRI, IMPHAL EAST",MANIPUR,32.0,8.0,7.2,110.0,1.4,1.66,0.0,80.0,2012
728,KHUGA RIVER (CHURACHANDPUR),MANIPUR,30.0,8.4,7.6,213.0,1.5,1.66,0.0,20.0,2012
729,"KHUGA DAM ON KHUGA R, CHURACHANDPUR",MANIPUR,29.0,9.4,7.8,174.0,1.0,1.66,0.0,16.0,2012
730,"KHUJAIROK, MOREH (CHANDEL)",MANIPUR,31.0,8.1,8.0,244.0,2.4,1.66,0.0,73.0,2012
731,LOKCHAO RIVER AT BISHNUPUR,MANIPUR,29.0,8.1,8.0,162.0,1.8,1.66,0.0,26.0,2012
732,MAHA RIVER AT CHANDEL,MANIPUR,30.0,8.7,7.6,163.0,2.6,1.66,0.0,24.0,2012
733,"MANIPUR AT SEKMAIJAN, THOUBAL",MANIPUR,29.0,8.7,7.6,143.0,1.9,1.66,0.0,58.0,2012
734,MANIPUR RIVER AT THOUBAL,MANIPUR,30.0,9.2,7.6,208.0,1.9,1.66,0.0,30.0,2012
735,ETHAI BARRAGE ON MANIPUR R AT BISHNUPUR,MANIPUR,29.0,8.3,7.7,158.0,2.0,1.66,0.0,48.0,2012
736,NAMBUL RIVER AT HUMP BRIDGE,MANIPUR,29.0,5.9,7.1,338.0,6.6,1.66,0.0,522.0,2012
737,NAMBUL AT HEIRANGOITHONG,MANIPUR,30.0,4.3,7.4,269.0,12.3,1.66,0.0,412.0,2012
738,"NAMBUL RIVER AT SAMUSANG,IMPHAL WEST",MANIPUR,29.0,8.2,7.1,109.0,3.3,1.66,0.0,12.0,2012
739,"SINGDA DAM AT NAMBUL, IMPHAL WEST",MANIPUR,28.0,11.1,7.6,131.0,3.6,1.66,0.0,32.0,2012
740,"NAMBUL AT NAOREMTHONG, IMPHAL WEST",MANIPUR,29.0,7.4,7.1,116.0,2.7,1.66,0.0,55.0,2012
741,NAMBUL RIVER AT BISHNUPUR,MANIPUR,28.0,8.2,7.6,112.0,2.1,1.66,0.0,31.0,2012
742,"SEKMAI R, KAKCHING (THOUBAL)",MANIPUR,29.0,8.5,7.5,169.0,3.6,1.66,0.0,41.0,2012
743,"MAPITHEL DAM ON THOUBAL, THOUBAL",MANIPUR,28.0,11.4,7.2,128.0,1.0,1.66,0.0,20.0,2012
744,"THOUBAL R AT PHADOM, THOUBAL",MANIPUR,29.0,8.9,7.6,221.0,1.7,1.66,0.0,30.0,2012
745,"THOUBAL RIVER AT YAIRIPOK, THOUBAL",MANIPUR,30.0,9.3,7.6,193.0,2.3,1.66,0.0,41.0,2012
746,"THOUBAL  AT SHONG KONG, UKHRUL",MANIPUR,28.0,9.1,7.3,217.0,3.9,1.66,0.0,67.0,2012
747,"THOUBAL  AT YONGUL KONG, UKHRUL",MANIPUR,28.0,7.9,7.3,131.0,0.8,1.66,0.0,38.0,2012
748,"THOUBAL AT LITAN, UKHRUL",MANIPUR,29.0,8.7,7.4,176.0,2.2,1.66,0.0,36.0,2012
749,"WANGJING AT HEIROK, THOUBAL",MANIPUR,30.0,8.1,7.3,199.0,2.2,1.66,0.0,56.0,2012
750,"WANGJING RIVER AT WANGJING, THOUBAL",MANIPUR,30.0,8.2,7.4,170.0,2.2,1.66,0.0,39.0,2012
751,"BUGI RIVER AT MIBANPARA, SOUTH GARO HILLS",MEGHALAYA,25.0,7.7,7.2,95.0,1.8,2.67,22.0,50.0,2012
752,"BUGI AT DALU, SOUTH GARO HILLS",MEGHALAYA,25.0,7.6,7.2,92.0,2.5,2.41,20.0,45.0,2012
753,"DAMRING RIVER (KRISHNEI RIVER) AT RESUBELPARA, EAST GARO HILLS",MEGHALAYA,25.0,9.9,7.2,65.0,1.5,2.31,21.0,55.0,2012
754,GANOL RIVER TURA,MEGHALAYA,24.0,7.6,7.4,93.0,2.1,2.89,276.0,408.0,2012
755,"KYRHUKHLA NR SUTNGA KHLIERIAT,JAINTIA HILLS ",MEGHALAYA,22.0,5.5,2.9,568.0,6.8,1.12,18.0,33.0,2012
756,"KYNSHI RIVER AT SOHIONG, WEST KHASI HILLS",MEGHALAYA,16.0,7.6,7.0,42.0,1.3,3.01,11.0,27.0,2012
757,"KYNSHI  AT NaNGKHNUM, WEST KHASI HILLS",MEGHALAYA,17.0,7.7,7.1,45.0,1.4,2.89,9.0,22.0,2012
758,"KYNSHI RIVER AT RANIKOR, WEST KHASI HILLS",MEGHALAYA,23.0,8.3,7.0,59.0,1.7,2.86,16.0,33.0,2012
759,LUKHA RIVER AT MYNDIHATI (TRIBUTARY OF LUNAR),MEGHALAYA,25.0,6.9,2.6,1072.0,3.2,1.17,3.0,21.0,2012
760,LUKHA RIVER AT SUNAPUR (TRIBUTARY OF LUNAR),MEGHALAYA,25.0,7.7,6.3,250.0,2.1,3.88,180.0,326.0,2012
761,"MANDA RIVER (DUDHAI RIVER) AT JAMPA, EAST GARO HILLS",MEGHALAYA,25.0,8.8,7.3,37.0,1.5,1.62,15.0,35.0,2012
762,"MANDA RIVER (DUDHAI RIVER) AT WAGAISI, EAST GARO HILLS",MEGHALAYA,25.0,7.3,7.3,72.0,2.0,1.65,17.0,36.0,2012
763,"MYNTANG RIVER AT NARTIANG, JAYANTIA HILLS",MEGHALAYA,20.0,7.5,7.0,38.0,1.7,2.2,18.0,40.0,2012
764,"MYNTANG RIVER AT MYNSO, JAYANTIA HILLS",MEGHALAYA,22.0,7.8,7.1,44.0,1.6,2.62,15.0,33.0,2012
765,MYNTDU RIVER JOWAI,MEGHALAYA,20.0,7.0,7.0,100.0,2.4,3.03,1967.0,2600.0,2012
766,"MYNTDU RIVER AT LESHKA, JAYANTIA HILLS",MEGHALAYA,21.0,7.5,6.3,52.0,1.7,0.82,7.0,21.0,2012
767,"NONBAH RIVER AT NaNGSTOIN MARKE, WEST KHASI HILLS",MEGHALAYA,16.0,6.4,6.9,61.0,2.6,3.88,227.0,538.0,2012
768,"NONBAH RIVER AT NaNGSTOIN MARKE, WEST KHASI HILLS",MEGHALAYA,17.0,7.5,7.1,39.0,1.4,2.88,12.0,22.0,2012
769,"RILANG AT MAWKYRWAT, WEST KHASI HILLS",MEGHALAYA,17.0,8.0,7.1,41.0,1.4,3.35,10.0,25.0,2012
770,SIMSANG RIVER WILLIAMNAGAR,MEGHALAYA,24.0,7.9,7.3,93.0,1.7,5.02,295.0,418.0,2012
771,"UMIAM MAWPHLANG RIVER AT NONGKREM, EAST KHASI HILLS",MEGHALAYA,18.0,7.5,6.9,69.0,1.9,4.92,20.0,49.0,2012
772,"UMIAM MAWPHLANG RIVER AT UMTYNGNGAR, EAST KHASI HILLS",MEGHALAYA,18.0,7.9,7.2,46.0,1.7,2.72,20.0,45.0,2012
773,"UMIAM MAWPHLANG RIVER AT MAWPHLANG, EAST KHASI HILLS",MEGHALAYA,18.0,8.0,7.2,42.0,1.4,2.47,5.0,31.0,2012
774,"UMIAM MAWPHLANG RIVER AT SHELLA, EAST KHASI HILLS",MEGHALAYA,25.0,7.7,7.1,101.0,1.5,3.42,16.0,43.0,2012
775,UMKHEN AT WAHKDAIT,MEGHALAYA,19.0,7.2,7.1,49.0,1.6,2.86,17.0,40.0,2012
776,UMKHEN AT KSEHPONGDENG,MEGHALAYA,21.0,8.2,7.1,49.0,1.2,2.81,15.0,32.0,2012
777,"UMKHEN AT DIENGPASOH, EAST KHASI HILLS",MEGHALAYA,21.0,7.8,7.1,58.0,1.5,2.97,19.0,43.0,2012
778,"UMKHRAH RIVER AT DEMTHRING, SHILLONG",MEGHALAYA,18.0,3.9,7.1,235.0,16.9,16.61,16500.0,23000.0,2012
779,"UMKHRAH RIVER ATUMKALIAR, SHILLONG",MEGHALAYA,18.0,4.9,7.1,182.0,14.2,11.61,10417.0,15500.0,2012
780,"UMKHRAH RIVER ATMAWLAI, SLAUGHTER",MEGHALAYA,19.0,2.7,7.1,281.0,35.4,14.84,41000.0,62667.0,2012
781,"UMKHRAH RIVER AT MAWPDANG, MAWLAI",MEGHALAYA,19.0,2.5,7.1,382.0,37.2,11.81,53083.0,87167.0,2012
782,"UMNGOT RIVER AT SMIT, EAST KHASI HILLS",MEGHALAYA,18.0,8.0,7.0,48.0,1.4,3.8,17.0,41.0,2012
783,"UMNGOT RIVER AT DAWKI, EAST KHASI HILLS",MEGHALAYA,24.0,8.4,7.1,48.0,1.2,3.08,18.0,45.0,2012
784,"UMSHYRPI AT RISA COLONY, EAST KHASI HILLS",MEGHALAYA,17.0,6.8,6.6,49.0,1.9,3.07,18.0,38.0,2012
785,"UMSHYRPI  AT LAW COLLEGE, DHANKETI, EAST KHASI HILLS",MEGHALAYA,18.0,2.1,7.0,286.0,45.6,10.61,51250.0,84500.0,2012
786,"UMSHYRPI AT UMSHYRPI BDG, EAST KHASI HILLS",MEGHALAYA,19.0,4.0,7.1,194.0,22.4,10.47,29500.0,45250.0,2012
787,UMTREW AT BYRNIHAT EAST,MEGHALAYA,24.0,7.7,7.2,107.0,6.6,3.02,285.0,425.0,2012
788,"UMTREW RIVER AT UMRAN, RINaN BHOI",MEGHALAYA,22.0,7.6,7.1,51.0,2.0,2.6,37.0,81.0,2012
789,"WAH BLEI AT RIANGDO, WEST KHASI HILLS",MEGHALAYA,20.0,7.7,7.1,46.0,1.6,3.93,8.0,22.0,2012
790,"WAH BLEI AT SHDADDKHAR, WEST KHASI HILLS",MEGHALAYA,20.0,7.7,7.1,49.0,1.9,3.89,11.0,26.0,2012
791,TLAWNG UPSTREAM AIZAWL,MIZORAM,24.0,6.5,7.4,297.0,1.0,0.13,26.0,438.0,2012
792,TLAWNG DOWNSTREAM AIZAWL,MIZORAM,24.0,6.3,7.5,287.0,0.9,0.14,5.0,204.0,2012
793,TUIRIAL UPPER CATCHMENT,MIZORAM,24.0,6.5,7.2,375.0,1.1,0.17,33.0,625.0,2012
794,TUIRIAL LOWER CATCHMENT,MIZORAM,24.0,6.9,6.9,349.0,1.1,0.18,38.0,503.0,2012
795,GUMTI AT U/S SOUTH TRIPURA,TRIPURA,28.0,6.6,7.8,165.0,1.6,1.66,268.0,316.0,2012
796,GUMTI AT D/S SOUTH TRIPURA,TRIPURA,28.0,6.4,8.0,155.0,3.9,0.5,512.0,516.0,2012
797,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER",TRIPURA,27.0,6.5,8.0,168.0,4.2,0.99,488.0,616.0,2012
798,DAMANGANGA AT D/S OF MADHUBAN,DAMAN & DIU,29.1,6.7,7.7,218.0,5.0,1.31,0.0,0.0,2011
799,DAMANGANGA AT ZUARI CAUSE WAY BRIDGE,"DAMAN, DIU, DADRA NAGAR HAVELI",27.0,4.2,7.9,4909.0,18.0,7.0,0.0,0.0,2011
800,DAMANGANGA AT DISCHARGE POINT OF DISTILLERY,"DAMAN, DIU, DADRA NAGAR HAVELI",28.1,4.6,8.0,23576.0,158.8,6.88,35.0,46.0,2011
801,"DAMANGANGA AT DAMAN JETTY, MOTI DAMAN","DAMAN, DIU, DADRA NAGAR HAVELI",29.1,4.8,7.8,65700.0,164.0,3.42,0.0,0.0,2011
802,"DAMANGANGA AT VAPI WEIR,VAPI","DAMAN, DIU, DADRA NAGAR HAVELI",27.7,6.7,8.5,235.0,6.94,3.1,0.0,0.0,2011
803,"DAMANGANGA AT LAVACHA TEMPLE, SILVASSA","DAMAN, DIU, DADRA NAGAR HAVELI",27.1,6.7,8.3,262.0,6.94,1.66,0.0,0.0,2011
804,"DAMANGANGA AT D/S OF M/S SURAT BEVERAGES, VILLAGE DADRA, SILVASSA","DAMAN, DIU, DADRA NAGAR HAVELI",27.1,6.8,7.8,227.0,6.94,1.66,0.0,0.0,2011
805,"DAMANGANGA AT NAROLI BRIDGE, SILVASSA","DAMAN, DIU, DADRA NAGAR HAVELI",27.3,6.8,8.5,249.0,6.94,0.11,0.0,0.0,2011
806,"DAMANGANGA AT VILLAGE NAMDHA, VAPI","DAMAN, DIU, DADRA NAGAR HAVELI",27.0,4.2,8.2,2754.0,42.0,1.66,0.0,0.0,2011
807,DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,GUJARAT,27.6,7.1,7.3,212.0,1.4,0.84,3.0,6.0,2011
808,DAMANGANGA AT KACHIGAON D\S (DAMAN),GUJARAT,28.2,5.0,8.3,12771.0,4.1,1.48,7.0,30.0,2011
809,BALEHWAR KHADI AT N.H. NO. 8,GUJARAT,28.0,6.7,8.0,304.0,1.5,0.18,1500.0,3550.0,2011
810,PURNA ON BRIDGE AT SURATNaNNAVSARI HIGHWAY,GUJARAT,28.5,5.8,7.7,1315.0,2.5,0.22,1900.0,6800.0,2011
811,KAVERI ON BRIDGE AT BILLIMORANaNVALSAD ROAD,GUJARAT,29.5,5.9,7.6,36593.0,3.9,0.07,1200.0,3200.0,2011
812,DHADAR AT KOTHADA,GUJARAT,27.0,7.6,7.7,1291.0,10.0,0.34,23.0,77.0,2011
813,AMBIKA AT BILIMORA,GUJARAT,29.5,6.0,7.7,18865.0,3.6,3.12,900.0,2450.0,2011
814,"KOLAK AT RAILWAY BRIDGE NO. 313 VAPI,VALSAD",GUJARAT,27.0,4.3,8.4,605.0,6.5,1.68,5.0,15.0,2011
815,KOLAK AT PATALIA BDG.,GUJARAT,26.7,3.7,8.2,600.0,4.3,1.66,6.0,20.0,2011
816,MINDHOLA AT STATE HIGHWAY BRIDGE SACHIN,GUJARAT,27.0,4.6,7.2,729.0,4.0,0.33,900.0,2300.0,2011
817,"TRIVENI SANGAM, NR. SOMNATH TEMPLE, VERAVAL, DIST. JUNAGADH.",GUJARAT,26.8,6.2,8.4,2670.0,1.3,0.24,0.0,0.0,2011
818,"ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS, GOA",GOA,28.7,6.8,6.5,43.0,1.1,0.42,8.0,178.0,2011
819,ZUARI AT PANCHAWADI,GOA,29.3,6.6,7.0,59.0,1.1,0.27,8.0,113.0,2011
820,"MANDOVI AT NEGHBOURHOOD OF PANAJI, GOA",GOA,28.8,6.0,6.2,106.0,1.5,0.28,9.0,166.0,2011
821,"MANDOVI AT TONCA, MARCELA, GOA",GOA,28.3,5.9,6.6,516.0,1.1,0.18,8.0,169.0,2011
822,RIVER KALNA AT CHANDELNaN PERNEM,GOA,25.8,7.3,6.1,87.0,0.9,0.33,6.0,169.0,2011
823,RIVER ASSONORA AT ASSONORA,GOA,28.3,7.3,5.9,74.0,1.5,0.22,8.0,163.0,2011
824,RIVER BICHOLIM VARAZAN NAGAR,GOA,27.8,6.7,6.3,127.0,2.0,0.44,10.0,149.0,2011
825,"RIVER CHAPORA NEAR ALORNA FORT ,PERNEM",GOA,26.0,6.8,6.2,226.0,1.6,0.18,9.0,151.0,2011
826,RIVER KHANDEPAR AT OPA NaN PONDA,GOA,27.8,7.1,5.9,93.0,1.8,0.28,9.0,131.0,2011
827,"RIVER KHANDEPAR AT CODLI NEAR BRIDGE ,U/S OPA WATERWORKS,SANGUEM",GOA,26.3,7.4,6.2,76.0,1.3,0.41,11.0,133.0,2011
828,"RIVER KUSHAWATI NEAR BUND AT KEVONA,RIVON,SANGUEM",GOA,25.7,7.3,6.2,113.0,1.2,0.33,9.0,137.0,2011
829,RIVER MADAI AT DABOS NaN  VALPOI,GOA,29.0,7.3,5.9,100.0,1.3,0.27,6.0,173.0,2011
830,RIVER MAPUSA ON CULVERT ON HIGHWAY MAPUSANaNPANAJI,GOA,26.9,6.0,5.9,273.0,1.8,0.31,10.0,171.0,2011
831,"RIVER SAL PAZORKHONI, CUNCOLIM (NEAR CULVERT MARGAONaN CANACONA NATIONAL HIGHWAY)",GOA,27.0,6.1,6.5,201.0,2.0,0.43,9.0,149.0,2011
832,"RIVER SAL NEAR HOTEL LEELA MOBOR,CAVELOSSIM",GOA,27.5,6.2,6.3,245.0,1.8,0.31,7.0,135.0,2011
833,RIVER TALPONA AT CANACONA,GOA,28.3,7.0,6.5,75.0,0.9,0.22,7.0,166.0,2011
834,"VALVANT AT SANKLI NaN BICHOLIM, GOA",GOA,29.0,7.3,6.0,74.0,1.6,0.11,8.0,181.0,2011
835,"AMBA RIVER AT D/S OF WAKEN BRIDGENaNU/S OF JS PETRO CHEMICALS, WAKENPHATA, ROHA",MAHARASHTRA,28.2,7.1,7.9,108.0,3.3,0.42,65.0,137.0,2011
836,"BHATSA AT D/S OF PISE DAM NR PISE VILL (ULHAS), MAHARASHTRA",MAHARASHTRA,26.21,7.1,7.7,111.0,4.4,0.32,0.0,0.0,2011
837,"BHATSA RIVER AT D/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",MAHARASHTRA,27.4,7.0,8.0,129.0,3.5,0.49,40.0,105.0,2011
838,"BHATSA RIVER AT U/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",MAHARASHTRA,27.3,7.0,8.0,130.0,3.3,0.46,33.0,93.0,2011
839,"KALU AT ATALE VILLAGE, MAHARASHTRA",MAHARASHTRA,28.5,5.7,7.4,2323.0,6.3,1.47,400.0,541.0,2011
840,"KAN RIVER NEAR SAKRI WATER WORKS, SAKRI, DHULE",MAHARASHTRA,28.4,5.9,7.6,462.0,4.9,2.47,23.0,63.0,2011
841,"KUNDALIKA AT ROHA CITY, MAHARASHTRA",MAHARASHTRA,28.4,7.0,7.7,107.0,3.8,0.4,131.0,285.0,2011
842,KUNDALIKA RIVER AT ARE KHURD ( SALINE ZONE ),MAHARASHTRA,28.9,6.2,7.4,299.0,5.1,0.95,209.0,401.0,2011
843,"KUNDALIKA RIVER NEAR SALAV BRIDGE (SALINA ZONE), SALAV, ROHA, RAIGAD",MAHARASHTRA,28.2,5.9,7.8,33259.0,6.8,1.61,114.0,228.0,2011
844,"KUNDALIKA RIVER AT DHATAV AT JACKWELL, DHATAV, ROHA, RAIGAD",MAHARASHTRA,28.9,7.2,7.9,77.0,3.2,0.42,164.0,282.0,2011
845,MITHI RIVER,MAHARASHTRA,27.0,3.2,7.4,28018.0,46.0,1.67,908.0,1164.0,2011
846,"MUCHKUNDI RIVER AT WAKED NEAR M/S ASAHI INDIA GLASS LTD, WAKED, LANJA, RATNAGIRI",MAHARASHTRA,27.9,6.8,7.8,350.0,2.6,1.99,2.0,72.0,2011
847,"PATALGANGA AT SHILPHATA, MAHARASHTRA",MAHARASHTRA,26.8,6.9,7.5,133.0,3.2,0.55,252.0,409.0,2011
848,"PATALGANGA NEAR INTAKE OF MIDC W/W, MAHARASHTRA",MAHARASHTRA,27.2,6.9,7.5,143.0,3.4,0.54,149.0,307.0,2011
